,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
8521,Mount Road ATM,SUNDAY,NH,H,HHW,4,9,2015,658443,472900
8526,Mount Road ATM,MONDAY,NH,W,HWW,5,9,2015,594072,582800
8531,Mount Road ATM,TUESDAY,NH,W,WWW,5,9,2015,594072,517500
8536,Mount Road ATM,WEDNESDAY,NH,W,WWH,5,9,2015,594072,533800
8541,Mount Road ATM,THURSDAY,M,H,WHW,5,9,2015,594072,480500
8546,Mount Road ATM,FRIDAY,NH,W,HWH,5,9,2015,594072,744000
8551,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,2015,594072,579300
8556,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2015,594072,328100
8561,Mount Road ATM,MONDAY,NH,W,HWW,6,9,2015,538000,801000
8566,Mount Road ATM,TUESDAY,NH,W,WWW,6,9,2015,538000,670300
8571,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,9,2015,538000,549600
8576,Mount Road ATM,THURSDAY,NH,W,WWH,1,10,2015,538000,890800
8581,Mount Road ATM,FRIDAY,N,H,WHH,1,10,2015,538000,544400
8585,Mount Road ATM,SATURDAY,NH,H,HHH,1,10,2015,538000,1040300
8590,Mount Road ATM,SUNDAY,NH,H,HHW,1,10,2015,538000,433300
8595,Mount Road ATM,MONDAY,NH,W,HWW,1,10,2015,704243,1410700
8600,Mount Road ATM,TUESDAY,NH,W,WWW,2,10,2015,704243,1134300
8605,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,10,2015,704243,1023300
8610,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,2015,704243,1032600
8615,Mount Road ATM,FRIDAY,NH,W,WWH,2,10,2015,704243,618700
8620,Mount Road ATM,SATURDAY,NH,H,WHH,2,10,2015,704243,943300
8625,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,2015,704243,672600
8630,Mount Road ATM,MONDAY,NH,W,HWW,3,10,2015,976500,981000
8635,Mount Road ATM,TUESDAY,NH,W,WWW,3,10,2015,976500,858300
8640,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,10,2015,976500,694100
8645,Mount Road ATM,THURSDAY,NH,W,WWW,3,10,2015,976500,771900
8650,Mount Road ATM,FRIDAY,NH,W,WWH,4,10,2015,976500,488900
8655,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,2015,976500,833200
8660,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2015,976500,476800
8664,Mount Road ATM,MONDAY,NH,W,HWW,4,10,2015,729172,686100
8669,Mount Road ATM,TUESDAY,NH,W,WWH,4,10,2015,729172,512800
8674,Mount Road ATM,WEDNESDAY,H,H,WHH,5,10,2015,729172,610900
8679,Mount Road ATM,THURSDAY,H,H,HHH,5,10,2015,729172,554100
8684,Mount Road ATM,FRIDAY,M,H,HHH,5,10,2015,729172,447600
8689,Mount Road ATM,SATURDAY,NH,H,HHH,5,10,2015,729172,702900
8694,Mount Road ATM,SUNDAY,NH,H,HHW,5,10,2015,729172,476200
8699,Mount Road ATM,MONDAY,NH,W,HWW,6,10,2015,570086,565400
8704,Mount Road ATM,TUESDAY,NH,W,WWW,6,10,2015,570086,516200
8709,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,2015,570086,543700
8714,Mount Road ATM,THURSDAY,NH,W,WWW,6,10,2015,570086,640600
8718,Mount Road ATM,FRIDAY,NH,W,WWH,6,10,2015,570086,693700
8723,Mount Road ATM,SATURDAY,NH,H,WHH,7,10,2015,570086,1047500
8728,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,2015,570086,782600
8733,Mount Road ATM,MONDAY,NH,W,HWW,1,11,2015,684243,827000
8738,Mount Road ATM,TUESDAY,NH,W,WWW,1,11,2015,684243,1004400
8743,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,11,2015,684243,1084500
8748,Mount Road ATM,THURSDAY,NH,W,WWW,1,11,2015,684243,943100
8753,Mount Road ATM,FRIDAY,NH,W,WWH,2,11,2015,684243,993500
8758,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,2015,684243,1075500
8763,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2015,684243,347600
8768,Mount Road ATM,MONDAY,NH,W,HWH,2,11,2015,896515,614500
8772,Mount Road ATM,TUESDAY,H,H,WHW,2,11,2015,896515,239900
8776,Mount Road ATM,WEDNESDAY,NH,W,HWW,3,11,2015,896515,405600
8781,Mount Road ATM,THURSDAY,NH,W,WWW,3,11,2015,896515,714300
8786,Mount Road ATM,FRIDAY,NH,W,WWH,3,11,2015,896515,262400
8791,Mount Road ATM,SATURDAY,NH,H,WHH,3,11,2015,896515,361500
8796,Mount Road ATM,SUNDAY,NH,H,HHW,3,11,2015,896515,57400
8801,Mount Road ATM,MONDAY,NH,W,HWW,4,11,2015,379372,371000
8806,Mount Road ATM,TUESDAY,NH,W,WWW,4,11,2015,379372,759000
8811,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,11,2015,379372,430700
8816,Mount Road ATM,THURSDAY,NH,W,WWW,4,11,2015,379372,464900
8821,Mount Road ATM,FRIDAY,NH,W,WWH,4,11,2015,379372,68100
8826,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,2015,379372,471500
8831,Mount Road ATM,SUNDAY,NH,H,HHH,5,11,2015,379372,305000
8835,Mount Road ATM,MONDAY,M,H,HHW,5,11,2015,410029,218100
8840,Mount Road ATM,TUESDAY,NH,W,HWW,5,11,2015,410029,470300
8845,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,11,2015,410029,396800
8850,Mount Road ATM,THURSDAY,NH,W,WWW,6,11,2015,410029,444200
8855,Mount Road ATM,FRIDAY,NH,W,WWH,6,11,2015,410029,208100
8860,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,2015,410029,68400
8865,Mount Road ATM,SUNDAY,NH,H,HHW,6,11,2015,410029,25600
8870,Mount Road ATM,MONDAY,NH,W,HWW,6,11,2015,261643,248600
8875,Mount Road ATM,TUESDAY,NH,W,WWW,1,12,2015,261643,139700
8880,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,12,2015,261643,10000
8890,Mount Road ATM,SATURDAY,NH,H,WHH,1,12,2015,261643,20100
9091,Mount Road ATM,MONDAY,NH,W,HWH,5,1,2016,1800,11100
9099,Mount Road ATM,WEDNESDAY,NH,W,HWW,6,1,2016,1800,15700
9104,Mount Road ATM,THURSDAY,NH,W,WWW,6,1,2016,1800,12100
9109,Mount Road ATM,FRIDAY,NH,W,WWH,6,1,2016,1800,132300
9114,Mount Road ATM,SATURDAY,NH,H,WHH,6,1,2016,1800,205500
9119,Mount Road ATM,SUNDAY,NH,H,HHW,7,1,2016,1800,4500
9124,Mount Road ATM,MONDAY,NH,W,HWW,1,2,2016,63534,44200
9129,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,2016,63534,13400
9134,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,2016,63534,81600
9139,Mount Road ATM,THURSDAY,NH,W,WWW,1,2,2016,63534,772100
9144,Mount Road ATM,FRIDAY,NH,W,WWH,1,2,2016,63534,668200
9149,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,2016,63534,122200
9158,Mount Road ATM,MONDAY,NH,W,HWW,2,2,2016,283617,143000
9163,Mount Road ATM,TUESDAY,NH,W,WWW,2,2,2016,283617,699800
9172,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,2016,283617,68100
9177,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,2016,283617,180200
9182,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,2016,283617,398400
9187,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,2016,283617,273000
9192,Mount Road ATM,MONDAY,NH,W,HWW,3,2,2016,293750,214300
9201,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,2016,293750,192600
9206,Mount Road ATM,THURSDAY,NH,W,WWW,4,2,2016,293750,131100
9211,Mount Road ATM,FRIDAY,NH,W,WWH,4,2,2016,293750,55100
9216,Mount Road ATM,SATURDAY,NH,H,WHH,4,2,2016,293750,296300
9221,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2016,293750,350500
9225,Mount Road ATM,MONDAY,NH,W,HWW,5,2,2016,206650,18000
9230,Mount Road ATM,TUESDAY,NH,W,WWW,5,2,2016,206650,233600
9235,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,2,2016,206650,28400
9240,Mount Road ATM,THURSDAY,NH,W,WWW,5,2,2016,206650,199900
9245,Mount Road ATM,FRIDAY,NH,W,WWH,6,2,2016,206650,13700
9258,Mount Road ATM,MONDAY,NH,W,HWW,6,2,2016,98720,156600
9263,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,2016,98720,100300
9268,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,3,2016,98720,446200
9272,Mount Road ATM,THURSDAY,NH,W,WWW,1,3,2016,98720,324900
9277,Mount Road ATM,FRIDAY,NH,W,WWH,1,3,2016,98720,462700
9282,Mount Road ATM,SATURDAY,NH,H,WHH,1,3,2016,98720,369200
9287,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2016,98720,444100
9292,Mount Road ATM,MONDAY,NH,W,HWW,2,3,2016,329143,29800
9297,Mount Road ATM,TUESDAY,NH,W,WWW,2,3,2016,329143,120000
9302,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,3,2016,329143,129100
9307,Mount Road ATM,THURSDAY,NH,W,WWW,2,3,2016,329143,108500
9315,Mount Road ATM,SATURDAY,NH,H,WHH,3,3,2016,329143,122500
9320,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2016,329143,281500
9325,Mount Road ATM,MONDAY,NH,W,HWW,3,3,2016,131900,257100
9330,Mount Road ATM,TUESDAY,NH,W,WWW,3,3,2016,131900,210500
9335,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,2016,131900,317200
9351,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2016,131900,191500
9356,Mount Road ATM,MONDAY,NH,W,HWW,5,3,2016,244075,265600
9361,Mount Road ATM,TUESDAY,NH,W,WWW,5,3,2016,244075,191300
9366,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,3,2016,244075,43200
9383,Mount Road ATM,MONDAY,NH,W,HWW,6,3,2016,166700,83100
9387,Mount Road ATM,TUESDAY,NH,W,WWW,6,3,2016,166700,103000
9392,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,3,2016,166700,229800
9397,Mount Road ATM,THURSDAY,NH,W,WWW,7,3,2016,166700,237100
9401,Mount Road ATM,FRIDAY,NH,W,WWH,1,4,2016,166700,295000
9406,Mount Road ATM,SATURDAY,NH,H,WHH,1,4,2016,166700,296700
9411,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,2016,166700,57900
9416,Mount Road ATM,MONDAY,NH,W,HWW,1,4,2016,186086,240100
9421,Mount Road ATM,TUESDAY,NH,W,WWW,1,4,2016,186086,517100
9426,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,4,2016,186086,200900
9431,Mount Road ATM,THURSDAY,NH,W,WWH,2,4,2016,186086,313600
9439,Mount Road ATM,SATURDAY,NH,H,HHH,2,4,2016,186086,736400
9443,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,2016,186086,694900
9447,Mount Road ATM,MONDAY,NH,W,HWW,3,4,2016,450500,409400
9452,Mount Road ATM,TUESDAY,NH,W,WWW,3,4,2016,450500,179700
9457,Mount Road ATM,WEDNESDAY,NH,W,WWH,3,4,2016,450500,89900
9464,Mount Road ATM,FRIDAY,NH,W,HWH,3,4,2016,450500,60000
9469,Mount Road ATM,SATURDAY,NH,H,WHH,4,4,2016,450500,61700
9478,Mount Road ATM,MONDAY,NH,W,HWH,4,4,2016,160140,60000
9487,Mount Road ATM,WEDNESDAY,NH,W,HWW,4,4,2016,160140,60000
9492,Mount Road ATM,THURSDAY,NH,W,WWW,5,4,2016,160140,43500
9496,Mount Road ATM,FRIDAY,NH,W,WWH,5,4,2016,160140,181300
9500,Mount Road ATM,SATURDAY,NH,H,WHH,5,4,2016,160140,304100
9504,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,2016,160140,35000
9515,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,4,2016,113984,135500
9520,Mount Road ATM,THURSDAY,NH,W,WWW,6,4,2016,113984,114200
9525,Mount Road ATM,FRIDAY,NH,W,WWH,6,4,2016,113984,33500
9544,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,5,2016,94400,42500
9561,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2016,94400,35500
9566,Mount Road ATM,MONDAY,NH,W,HWW,2,5,2016,39000,141400
9571,Mount Road ATM,TUESDAY,NH,W,WWW,2,5,2016,39000,3800
9576,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,2016,39000,251700
9581,Mount Road ATM,THURSDAY,NH,W,WWW,3,5,2016,39000,1900
9586,Mount Road ATM,FRIDAY,NH,W,WWH,3,5,2016,39000,94600
9591,Mount Road ATM,SATURDAY,NH,H,WHH,3,5,2016,39000,81600
9604,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,5,2016,95834,18600
9609,Mount Road ATM,THURSDAY,NH,W,WWW,4,5,2016,95834,1200
9614,Mount Road ATM,FRIDAY,NH,W,WWH,4,5,2016,95834,55600
9618,Mount Road ATM,SATURDAY,NH,H,WHH,5,5,2016,95834,5900
9623,Mount Road ATM,SUNDAY,NH,H,HHW,5,5,2016,95834,1000
9628,Mount Road ATM,MONDAY,NH,W,HWW,5,5,2016,16460,87500
9632,Mount Road ATM,TUESDAY,NH,W,WWW,5,5,2016,16460,304000
9636,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,5,2016,16460,256500
9640,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,2016,16460,172500
9644,Mount Road ATM,FRIDAY,NH,W,WWH,6,5,2016,16460,185500
9660,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,2016,201200,105100
9664,Mount Road ATM,THURSDAY,NH,W,WWW,1,6,2016,201200,558800
9668,Mount Road ATM,FRIDAY,NH,W,WWH,1,6,2016,201200,3500
9673,Mount Road ATM,SATURDAY,NH,H,WHH,1,6,2016,201200,145500
9677,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2016,201200,60600
9681,Mount Road ATM,MONDAY,NH,W,HWW,2,6,2016,174700,700
9695,Mount Road ATM,FRIDAY,NH,W,WWH,2,6,2016,174700,77500
9707,Mount Road ATM,MONDAY,NH,W,HWW,3,6,2016,39100,133000
9712,Mount Road ATM,TUESDAY,NH,W,WWW,3,6,2016,39100,28000
9717,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,6,2016,39100,50800
9722,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,2016,39100,181400
9727,Mount Road ATM,FRIDAY,NH,W,WWH,4,6,2016,39100,93500
9732,Mount Road ATM,SATURDAY,NH,H,WHH,4,6,2016,39100,84000
9761,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,2016,95117,100000
9774,Mount Road ATM,TUESDAY,NH,W,WWW,6,6,2016,100000,43000
9779,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,6,2016,100000,2500
9799,Mount Road ATM,MONDAY,NH,W,HWW,1,7,2016,22750,80500
9804,Mount Road ATM,TUESDAY,NH,W,WWW,1,7,2016,22750,531000
9808,Mount Road ATM,WEDNESDAY,NH,W,WWH,2,7,2016,22750,52500
9813,Mount Road ATM,THURSDAY,M,H,WHW,2,7,2016,22750,252000
9817,Mount Road ATM,FRIDAY,NH,W,HWH,2,7,2016,22750,500
9829,Mount Road ATM,MONDAY,NH,W,HWW,3,7,2016,183300,94500
9833,Mount Road ATM,TUESDAY,NH,W,WWW,3,7,2016,183300,265500
9837,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,7,2016,183300,500
9850,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2016,183300,98000
9854,Mount Road ATM,MONDAY,NH,W,HWW,4,7,2016,114625,420400
9859,Mount Road ATM,TUESDAY,NH,W,WWW,4,7,2016,114625,481900
9864,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,7,2016,114625,419000
9869,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,2016,114625,45500
9874,Mount Road ATM,FRIDAY,NH,W,WWH,5,7,2016,114625,440100
9879,Mount Road ATM,SATURDAY,NH,H,WHH,5,7,2016,114625,455000
9883,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,2016,114625,473000
9887,Mount Road ATM,MONDAY,NH,W,HWW,5,7,2016,390700,935500
9891,Mount Road ATM,TUESDAY,NH,W,WWW,6,7,2016,390700,501000
9895,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,7,2016,390700,218500
9899,Mount Road ATM,THURSDAY,NH,W,WWW,6,7,2016,390700,26000
9904,Mount Road ATM,FRIDAY,NH,W,WWH,6,7,2016,390700,155000
9909,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,2016,390700,638000
9913,Mount Road ATM,SUNDAY,NH,H,HHW,7,7,2016,390700,570000
9916,Mount Road ATM,MONDAY,NH,W,HWW,1,8,2016,434858,191000
9919,Mount Road ATM,TUESDAY,NH,W,WWW,1,8,2016,434858,88500
9922,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,8,2016,434858,138000
9926,Mount Road ATM,THURSDAY,NH,W,WWW,1,8,2016,434858,374000
9930,Mount Road ATM,FRIDAY,NH,W,WWH,1,8,2016,434858,317800
9935,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,2016,434858,513000
9940,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2016,434858,452000
9944,Mount Road ATM,MONDAY,NH,W,HWW,2,8,2016,296329,252000
9949,Mount Road ATM,TUESDAY,NH,W,WWW,2,8,2016,296329,546500
9954,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,8,2016,296329,436000
9959,Mount Road ATM,THURSDAY,NH,W,WWW,3,8,2016,296329,361000
9963,Mount Road ATM,FRIDAY,NH,W,WWH,3,8,2016,296329,366000
9967,Mount Road ATM,SATURDAY,NH,H,WHH,3,8,2016,296329,448000
9971,Mount Road ATM,SUNDAY,NH,H,HHH,3,8,2016,296329,326500
9976,Mount Road ATM,MONDAY,N,H,HHW,3,8,2016,390858,3500
9981,Mount Road ATM,TUESDAY,NH,W,HWW,4,8,2016,390858,109500
9986,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,8,2016,390858,94500
9991,Mount Road ATM,THURSDAY,NH,W,WWW,4,8,2016,390858,118500
9995,Mount Road ATM,FRIDAY,NH,W,WWH,4,8,2016,390858,43000
9999,Mount Road ATM,SATURDAY,NH,H,WHH,4,8,2016,390858,55500
10003,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,2016,390858,127300
10006,Mount Road ATM,MONDAY,NH,W,HWW,5,8,2016,78829,123000
10010,Mount Road ATM,TUESDAY,NH,W,WWW,5,8,2016,78829,273000
10014,Mount Road ATM,WEDNESDAY,NH,W,WWH,5,8,2016,78829,348000
10018,Mount Road ATM,THURSDAY,H,H,WHW,5,8,2016,78829,714500
10022,Mount Road ATM,FRIDAY,NH,W,HWH,6,8,2016,78829,102500
10031,Mount Road ATM,SUNDAY,NH,H,HHW,6,8,2016,78829,293000
10036,Mount Road ATM,MONDAY,NH,W,HWW,6,8,2016,309000,60000
10041,Mount Road ATM,TUESDAY,NH,W,WWW,6,8,2016,309000,91700
10045,Mount Road ATM,WEDNESDAY,NH,W,WWW,7,8,2016,309000,449500
10049,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,2016,309000,365000
10054,Mount Road ATM,FRIDAY,NH,W,WWH,1,9,2016,309000,128500
10059,Mount Road ATM,SATURDAY,NH,H,WHH,1,9,2016,309000,17000
10063,Mount Road ATM,SUNDAY,NH,H,HHH,1,9,2016,309000,375000
10067,Mount Road ATM,MONDAY,H,H,HHW,1,9,2016,212386,221000
10071,Mount Road ATM,TUESDAY,NH,W,HWW,2,9,2016,212386,154000
10075,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,9,2016,212386,605100
10079,Mount Road ATM,THURSDAY,NH,W,WWW,2,9,2016,212386,367500
10083,Mount Road ATM,FRIDAY,NH,W,WWH,2,9,2016,212386,358000
10088,Mount Road ATM,SATURDAY,NH,H,WHH,2,9,2016,212386,118100
10091,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2016,212386,95500
10094,Mount Road ATM,MONDAY,NH,W,HWH,3,9,2016,274172,424300
10098,Mount Road ATM,TUESDAY,M,H,WHW,3,9,2016,274172,209000
10102,Mount Road ATM,WEDNESDAY,NH,W,HWW,3,9,2016,274172,206500
10107,Mount Road ATM,THURSDAY,NH,W,WWW,3,9,2016,274172,426000
10111,Mount Road ATM,FRIDAY,NH,W,WWH,4,9,2016,274172,17000
10116,Mount Road ATM,SATURDAY,NH,H,WHH,4,9,2016,274172,29500
10121,Mount Road ATM,SUNDAY,NH,H,HHW,4,9,2016,274172,475500
10126,Mount Road ATM,MONDAY,NH,W,HWW,4,9,2016,255400,287200
10131,Mount Road ATM,TUESDAY,NH,W,WWW,4,9,2016,255400,223500
10136,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,9,2016,255400,127500
10141,Mount Road ATM,THURSDAY,NH,W,WWW,5,9,2016,255400,137000
10146,Mount Road ATM,FRIDAY,NH,W,WWH,5,9,2016,255400,6000
10159,Mount Road ATM,MONDAY,NH,W,HWW,6,9,2016,156240,305500
10164,Mount Road ATM,TUESDAY,NH,W,WWW,6,9,2016,156240,103000
10169,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,9,2016,156240,316000
10174,Mount Road ATM,THURSDAY,NH,W,WWW,6,9,2016,156240,289000
10179,Mount Road ATM,FRIDAY,NH,W,WWH,6,9,2016,156240,244000
10184,Mount Road ATM,SATURDAY,NH,H,WHH,1,10,2016,156240,649000
10188,Mount Road ATM,SUNDAY,N,H,HHW,1,10,2016,156240,424000
10193,Mount Road ATM,MONDAY,NH,W,HWW,1,10,2016,332929,523500
10198,Mount Road ATM,TUESDAY,NH,W,WWW,1,10,2016,332929,210000
10203,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,10,2016,332929,532500
10207,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,2016,332929,335900
10212,Mount Road ATM,FRIDAY,NH,W,WWH,2,10,2016,332929,785800
10217,Mount Road ATM,SATURDAY,NH,H,WHH,2,10,2016,332929,301500
10222,Mount Road ATM,SUNDAY,NH,H,HHH,2,10,2016,332929,333000
10227,Mount Road ATM,MONDAY,H,H,HHH,2,10,2016,431743,523000
10232,Mount Road ATM,TUESDAY,H,H,HHH,3,10,2016,431743,439500
10234,Mount Road ATM,WEDNESDAY,M,H,HHW,3,10,2016,431743,53000
10238,Mount Road ATM,THURSDAY,NH,W,HWW,3,10,2016,431743,175400
10243,Mount Road ATM,FRIDAY,NH,W,WWH,3,10,2016,431743,401500
10248,Mount Road ATM,SATURDAY,NH,H,WHH,3,10,2016,431743,23500
10253,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2016,431743,143000
10258,Mount Road ATM,MONDAY,NH,W,HWW,4,10,2016,251272,208500
10267,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,10,2016,251272,470500
10272,Mount Road ATM,THURSDAY,NH,W,WWW,4,10,2016,251272,267000
10277,Mount Road ATM,FRIDAY,NH,W,WWH,5,10,2016,251272,112000
10282,Mount Road ATM,SATURDAY,NH,H,WHH,5,10,2016,251272,38000
10287,Mount Road ATM,SUNDAY,NH,H,HHW,5,10,2016,251272,211000
10292,Mount Road ATM,MONDAY,NH,W,HWW,5,10,2016,217834,356000
10297,Mount Road ATM,TUESDAY,NH,W,WWW,5,10,2016,217834,173700
10302,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,2016,217834,379200
10307,Mount Road ATM,THURSDAY,NH,W,WWW,6,10,2016,217834,287400
10312,Mount Road ATM,FRIDAY,NH,W,WWH,6,10,2016,217834,47000
10320,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,2016,217834,23900
10325,Mount Road ATM,MONDAY,NH,W,HWW,7,10,2016,211200,231100
10328,Mount Road ATM,TUESDAY,NH,W,WWW,1,11,2016,211200,264600
10332,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,11,2016,211200,192900
10336,Mount Road ATM,THURSDAY,NH,W,WWW,1,11,2016,211200,57800
10340,Mount Road ATM,FRIDAY,NH,W,WWH,1,11,2016,211200,161200
10344,Mount Road ATM,SATURDAY,NH,H,WHH,1,11,2016,211200,241600
10348,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2016,211200,67200
10352,Mount Road ATM,MONDAY,NH,W,HWW,2,11,2016,173772,222800
10357,Mount Road ATM,TUESDAY,NH,W,WWW,2,11,2016,173772,180300
10378,Mount Road ATM,SATURDAY,NH,H,WHH,4,11,2016,201550,5000
10382,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2016,201550,4800
10387,Mount Road ATM,TUESDAY,NH,W,WWW,5,11,2016,4900,1000
10391,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,11,2016,4900,1500
10395,Mount Road ATM,THURSDAY,NH,W,WWW,5,11,2016,4900,7500
10399,Mount Road ATM,FRIDAY,NH,W,WWH,5,11,2016,4900,25100
10402,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,2016,4900,4000
10408,Mount Road ATM,MONDAY,NH,W,HWW,6,11,2016,7820,12400
10412,Mount Road ATM,TUESDAY,NH,W,WWW,6,11,2016,7820,2400
10417,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,11,2016,7820,16500
10421,Mount Road ATM,THURSDAY,NH,W,WWW,1,12,2016,7820,100
10488,Mount Road ATM,WEDNESDAY,NH,W,WWH,5,1,2017,178550,347900
10493,Mount Road ATM,THURSDAY,N,H,WHW,6,1,2017,178550,111000
10498,Mount Road ATM,FRIDAY,NH,W,HWH,6,1,2017,178550,245300
10503,Mount Road ATM,SATURDAY,NH,H,WHH,6,1,2017,178550,355400
10508,Mount Road ATM,SUNDAY,NH,H,HHW,6,1,2017,178550,338300
10512,Mount Road ATM,MONDAY,NH,W,HWW,6,1,2017,279580,206900
10517,Mount Road ATM,TUESDAY,NH,W,WWW,7,1,2017,279580,114900
10522,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,2017,279580,99600
10545,Mount Road ATM,TUESDAY,NH,W,WWW,2,2,2017,140467,648800
10549,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,2,2017,140467,410500
10554,Mount Road ATM,THURSDAY,NH,W,WWW,2,2,2017,140467,380700
10559,Mount Road ATM,FRIDAY,NH,W,WWH,2,2,2017,140467,492300
10562,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,2017,140467,799400
10565,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,2017,140467,138400
10566,Mount Road ATM,MONDAY,NH,W,HWW,3,2,2017,478350,327400
10569,Mount Road ATM,TUESDAY,NH,W,WWW,3,2,2017,478350,335700
10573,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,2,2017,478350,296800
10577,Mount Road ATM,THURSDAY,NH,W,WWW,4,2,2017,478350,311900
10581,Mount Road ATM,FRIDAY,NH,W,WWH,4,2,2017,478350,255900
10585,Mount Road ATM,SATURDAY,NH,H,WHH,4,2,2017,478350,553800
10590,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,2017,478350,95500
10595,Mount Road ATM,MONDAY,NH,W,HWW,4,2,2017,311000,332000
10600,Mount Road ATM,TUESDAY,NH,W,WWW,5,2,2017,311000,159000
10604,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,2,2017,311000,520600
